user_A,user_B,taste_similarity,label
1247,1753,0.5593249797821045,1
1200,1210,0.24838300049304962,1
207,691,0.13408692181110382,1
1197,799,0.0,0
518,730,0.38907530903816223,1
518,1742,0.36623504757881165,1
1119,107,0.016769781708717346,0
128,1919,0.01883065328001976,0
98,120,0.2561473250389099,1
1006,1838,0.17125806212425232,1
715,2065,0.0,0
129,815,0.4388900697231293,1
425,2018,0.5163790583610535,1
1145,2018,0.3952329754829407,1
926,2019,0.0,0
791,1209,0.14168184995651245,1
579,910,0.0,0
325,394,0.0,0
51,395,0.25977182388305664,1
292,1889,0.3084925413131714,1
164,1607,0.018026849254965782,0
343,1986,0.34293222427368164,1
214,636,0.2829921543598175,1
710,121,0.0,0
1516,1600,0.2288142591714859,1
331,425,0.2760409414768219,1
1477,336,0.0,0
1406,903,0.01820678822696209,0
1188,295,0.0,0
498,1616,0.31745100021362305,1
615,438,0.0,0
795,968,0.0,0
571,1102,0.39828068017959595,1
227,723,0.5207310914993286,1
133,1687,0.4199248254299164,1
1498,497,0.0,0
1113,1833,0.21201559901237488,1
133,1560,0.37341931462287903,1
216,1282,0.27625665068626404,1
701,830,0.4093165397644043,1
1491,1766,0.11832809448242188,1
817,115,0.012310469523072243,0
503,632,0.43958544731140137,1
1093,1841,0.0,0
1024,1121,0.008489067666232586,0
521,1160,0.14459002017974854,1
1759,1642,0.0,0
908,1366,0.0,0
1033,2059,0.48638153076171875,1
1625,1989,0.14282359182834625,1
715,263,0.0,0
556,1806,0.21289178729057312,1
253,820,0.0,0
709,1463,0.0,0
2030,1902,0.0,0
59,1737,0.16666002571582794,1
1771,1773,0.2707200050354004,1
1075,1640,0.0,0
1583,936,0.0,0
2069,1286,0.017452910542488098,0
1846,1266,0.0,0
1284,1666,0.0,0
390,680,0.31314095854759216,1
179,1469,0.2868500351905823,1
2029,212,0.0,0
955,1838,0.14503662288188934,1
425,1769,0.4249136745929718,1
266,878,0.0,0
248,1476,0.3411952555179596,1
1774,1758,0.0,0
1382,11,0.0,0
1449,1554,0.18551139533519745,1
1003,1818,0.17710529267787933,1
312,341,0.0,0
1475,440,0.016792990267276764,0
191,1728,0.20518232882022858,1
380,910,0.44035661220550537,1
763,1935,0.29055821895599365,1
1476,2000,0.11839950829744339,1
1511,1724,0.015616459771990776,0
59,424,0.15474152565002441,1
1033,1773,0.25604647397994995,1
1080,2054,0.4090295135974884,1
1727,914,0.0,0
1766,1288,0.01911519654095173,0
348,1827,0.0,0
306,686,0.3093568980693817,1
339,1017,0.5723000764846802,1
2008,1621,0.0,0
1189,15,0.0,0
723,1253,0.44486203789711,1
421,589,0.29192331433296204,1
1272,1959,0.505095362663269,1
1694,1963,0.0,0
1990,1644,0.0,0
175,753,0.10196223855018616,1
609,1938,0.019196642562747,0
129,232,0.3217276334762573,1
121,1562,0.16252575814723969,1
452,1962,0.0,0
598,815,0.2770029902458191,1
691,1690,0.34818410873413086,1
125,393,0.27747905254364014,1
490,1179,0.15053971111774445,1
1152,1023,0.0,0
158,1690,0.10280467569828033,1
1198,1568,0.3630206286907196,1
757,1052,0.012188405729830265,0
799,300,0.019932107999920845,0
260,732,0.11892850697040558,1
669,998,0.1933528631925583,1
2052,1186,0.0,0
582,1479,0.13253362476825714,1
437,1300,0.23062901198863983,1
214,378,0.3621288239955902,1
1922,751,0.0,0
224,1148,0.2104104459285736,1
1071,2038,0.47010570764541626,1
132,830,0.3314248025417328,1
540,198,0.0,0
1644,1479,0.0,0
1838,1865,0.0,0
864,440,0.01773725636303425,0
180,1445,0.0,0
832,327,0.0,0
963,1147,0.0,0
542,1564,0.2680917978286743,1
684,757,0.5225787162780762,1
461,310,0.0,0
322,1304,0.24279454350471497,1
158,1015,0.0,0
790,1773,0.18601703643798828,1
281,1163,0.008637194521725178,0
376,1136,0.0,0
1454,2080,0.2344440072774887,1
711,497,0.011730486527085304,0
1131,843,0.0,0
455,1274,0.0,0
346,2008,0.26994356513023376,1
1247,1773,0.4068548083305359,1
99,566,0.138000026345253,1
635,1627,0.15827208757400513,1
1552,241,0.0,0
1308,1894,0.4384458065032959,1
481,1478,0.34892863035202026,1
1769,1213,0.0,0
46,684,0.5865256786346436,1
2079,1660,0.0,0
558,1947,0.0,0
454,1060,0.0,0
470,690,0.5141171813011169,1
53,1356,0.3461757004261017,1
2030,341,0.0,0
498,1132,0.43657976388931274,1
749,790,0.30970069766044617,1
1002,640,0.015419951640069485,0
657,1684,0.00736952293664217,0
253,1855,0.0,0
549,2077,0.15935780107975006,1
514,749,0.3166519105434418,1
1122,577,0.0,0
1226,832,0.0,0
455,259,0.01841728202998638,0
499,1165,0.12388191372156143,1
1192,318,0.0,0
972,411,0.0,0
236,2059,0.2547576129436493,1
1522,661,0.0,0
256,1365,0.3951431214809418,1
368,1056,0.0,0
1286,1552,0.0,0
1973,1939,0.0,0
1258,1580,0.0,0
1216,438,0.0,0
51,731,0.1762143075466156,1
859,1835,0.16978828608989716,1
516,1343,0.1648828238248825,1
672,1766,0.0,0
1382,2078,0.0,0
291,587,0.0,0
42,435,0.017923014238476753,0
870,1833,0.0,0
232,329,0.24983099102973938,1
1079,802,0.0,0
930,1138,0.0,0
2100,470,0.0,0
1145,1253,0.3697620928287506,1
1613,1893,0.0,0
830,2033,0.24186745285987854,1
458,1246,0.12541380524635315,1
744,1664,0.1363581418991089,1
1785,2077,0.1451219767332077,1
565,1017,0.01969211921095848,0
779,455,0.0,0
1991,958,0.0,0
1858,531,0.0,0
443,1376,0.0,0
842,1862,0.0,0
2035,1979,0.0,0
168,1685,0.018366292119026184,0
179,609,0.30914372205734253,1
595,762,0.01858426444232464,0
1350,95,0.0,0
523,1836,0.21055488288402557,1
1380,2095,0.0,0
242,691,0.31970295310020447,1
420,1831,0.0,0
1443,1091,0.0,0
703,1700,0.0,0
1838,1658,0.01682770438492298,0
271,684,0.5348195433616638,1
1498,621,0.0,0
1343,1642,0.1037789136171341,1
122,817,0.0187813863158226,0
639,1403,0.0,0
476,904,0.20269472897052765,1
917,1196,0.11119598150253296,1
749,999,0.12364612519741058,1
1089,1039,0.0,0
1877,675,0.0,0
998,1308,0.115494504570961,1
329,1903,0.39122769236564636,1
1949,2027,0.014528653584420681,0
525,1034,0.01705336570739746,0
405,604,0.3451507091522217,1
675,1659,0.2585827112197876,1
296,1543,0.0,0
696,714,0.0,0
104,667,0.12611623108386993,1
1801,1270,0.0,0
301,1378,0.0,0
338,1845,0.1299031525850296,1
63,1294,0.0,0
719,1647,0.0,0
2024,778,0.0,0
1458,2039,0.10578653216362,1
72,1017,0.43887993693351746,1
1296,943,0.016474541276693344,0
542,1300,0.20129483938217163,1
1671,1920,0.01972847618162632,0
175,1001,0.15581820905208588,1
723,958,0.1471910923719406,1
157,738,0.3936362862586975,1
48,963,0.3748300075531006,1
232,1300,0.27402427792549133,1
224,921,0.01903204247355461,0
473,1659,0.15027597546577454,1
417,1316,0.23418384790420532,1
502,1061,0.0,0
415,690,0.41675806045532227,1
118,569,0.0,0
1723,815,0.0,0
258,1525,0.5009250640869141,1
415,477,0.529333233833313,1
213,454,0.0,0
790,1369,0.31843096017837524,1
2095,1085,0.0,0
156,1599,0.0,0
596,1258,0.28688758611679077,1
531,1725,0.39155325293540955,1
136,717,0.489400178194046,1
162,1659,0.13312457501888275,1
1771,1406,0.0,0
99,650,0.22689522802829742,1
75,470,0.4529746472835541,1
531,1304,0.4900406301021576,1
713,453,0.0,0
965,888,0.0,0
308,986,0.33507293462753296,1
572,1365,0.4704451858997345,1
869,1325,0.0,0
46,1810,0.40011417865753174,1
911,1491,0.10388658195734024,1
1339,3,0.0,0
457,140,0.0,0
1637,1014,0.0,0
727,596,0.0,0
1197,2072,0.3275458514690399,1
723,1515,0.1986786276102066,1
461,1803,0.01916581578552723,0
1130,680,0.01731530949473381,0
875,930,0.3334411382675171,1
1132,2088,0.19387511909008026,1
1102,1633,0.2942695915699005,1
815,882,0.26452404260635376,1
1770,729,0.0,0
1290,1407,0.0,0
718,995,0.0,0
1506,1245,0.017356710508465767,0
590,1189,0.30438658595085144,1
57,1346,0.2868117690086365,1
925,1974,0.14425614476203918,1
542,1947,0.0,0
236,1023,0.2657012939453125,1
1197,552,0.0,0
1001,1628,0.22124579548835754,1
368,1266,0.0,0
2010,1248,0.0,0
1255,1989,0.0,0
1102,1838,0.23322883248329163,1
635,1806,0.1369704306125641,1
1508,845,0.012513037770986557,0
1880,1937,0.16627836227416992,1
1294,1646,0.15183423459529877,1
1246,1315,0.0,0
479,514,0.37394946813583374,1
661,329,0.0,0
921,1210,0.0,0
1379,1274,0.0,0
530,1106,0.0,0
349,1743,0.21912530064582825,1
387,405,0.13022002577781677,1
1023,1478,0.34640535712242126,1
2099,834,0.0,0
606,2047,0.16014038026332855,1
226,555,0.22062380611896515,1
1167,861,0.0,0
881,92,0.0,0
531,1959,0.4907339811325073,1
747,1951,0.018649598583579063,0
1630,1276,0.0,0
1246,154,0.017689965665340424,0
350,636,0.37948882579803467,1
1022,1354,0.018513355404138565,0
162,1143,0.24433991312980652,1
681,1376,0.16613253951072693,1
11,684,0.3637195825576782,1
385,1599,0.0,0
298,1832,0.16872835159301758,1
1016,66,0.0,0
200,1759,0.01959098130464554,0
73,305,0.0,0
99,304,0.27658316493034363,1
1951,1652,0.017270077019929886,0
1618,2076,0.0,0
700,1115,0.0,0
146,310,0.2775048613548279,1
494,1150,0.17221739888191223,1
129,1356,0.4469848871231079,1
51,491,0.4554089307785034,1
127,1906,0.10765352100133896,1
827,1087,0.0,0
1065,1071,0.5047486424446106,1
1174,1992,0.018329182639718056,0
211,1282,0.23082871735095978,1
1437,183,0.0,0
107,637,0.10459400713443756,1
232,1773,0.2717841565608978,1
421,1742,0.2989916503429413,1
44,1240,0.1316451132297516,1
1600,1973,0.2992250323295593,1
1101,1376,0.019842274487018585,0
465,476,0.3726767897605896,1
1432,1679,0.0,0
542,669,0.12255542725324631,1
337,409,0.0,0
1505,1514,0.34967488050460815,1
986,1906,0.1593969613313675,1
308,574,0.11466211080551147,1
1472,1930,0.0,0
236,911,0.2707382142543793,1
166,1379,0.017431536689400673,0
150,421,0.41154995560646057,1
174,1296,0.0,0
1628,2094,0.22501607239246368,1
487,745,0.0,0
125,298,0.12029731273651123,1
475,689,0.0143661517649889,0
995,1955,0.0,0
1949,719,0.01945609040558338,0
1135,1294,0.23836706578731537,1
632,1179,0.3056904077529907,1
394,1902,0.0,0
1010,1210,0.4195716381072998,1
442,1705,0.0,0
1782,578,0.0,0
340,852,0.3246179223060608,1
513,499,0.0,0
749,1001,0.2682528793811798,1
1308,1722,0.35043248534202576,1
1173,1798,0.1809738427400589,1
244,2039,0.14880338311195374,1
1275,433,0.0,0
11,1828,0.30541256070137024,1
46,322,0.401537150144577,1
718,92,0.0,0
1426,1839,0.0,0
1402,1611,0.0,0
132,2018,0.3914058804512024,1
1336,1435,0.0,0
1780,1895,0.37721019983291626,1
302,331,0.25002196431159973,1
116,473,0.0,0
374,1038,0.1352553516626358,1
404,1456,0.0,0
236,1300,0.23988282680511475,1
231,1253,0.4102097153663635,1
129,1445,0.2558688521385193,1
340,1300,0.33128297328948975,1
57,233,0.23342816531658173,1
941,1457,0.15706533193588257,1
269,848,0.0,0
1164,1588,0.0,0
2017,1005,0.0,0
436,1700,0.0,0
663,865,0.0,0
1380,1743,0.1242823600769043,1
1348,376,0.0,0
247,1281,0.10340678691864014,1
278,1471,0.4150574207305908,1
619,1563,0.0,0
1491,438,0.0,0
421,1113,0.3295714855194092,1
690,1447,0.3198442757129669,1
390,1027,0.3576866686344147,1
6,1098,0.0,0
1717,1174,0.0,0
1780,541,0.0,0
49,253,0.15411485731601715,1
621,930,0.23343509435653687,1
1818,467,0.0,0
1437,1568,0.33543533086776733,1
1197,1253,0.25961145758628845,1
763,1107,0.2462698221206665,1
1325,1674,0.019003961235284805,0
178,976,0.016668105497956276,0
1205,326,0.0,0
122,1358,0.0,0
1300,1356,0.38078993558883667,1
543,864,0.23105208575725555,1
852,862,0.25066709518432617,1
1748,1315,0.0,0
552,1802,0.0,0
795,1633,0.4357515275478363,1
498,1435,0.47865328192710876,1
446,859,0.18498027324676514,1
1144,1948,0.0,0
552,305,0.0,0
64,538,0.0,0
1060,1966,0.019767682999372482,0
726,27,0.0,0
757,795,0.4666849970817566,1
390,1418,0.16375872492790222,1
52,1665,0.0,0
339,1521,0.4194546043872833,1
1607,2090,0.0,0
7,873,0.5879982709884644,1
2042,318,0.0,0
503,1663,0.3746657073497772,1
1256,915,0.0,0
523,1537,0.0,0
1753,2018,0.3611508905887604,1
1128,170,0.0,0
364,413,0.01605377160012722,0
86,1351,0.0,0
1295,1397,0.0,0
665,1496,0.38369816541671753,1
1216,1368,0.22603100538253784,1
1158,850,0.0,0
1570,1101,0.0,0
1072,1773,0.16582785546779633,1
120,852,0.3244468867778778,1
621,691,0.2351955771446228,1
292,1709,0.19107075035572052,1
415,762,0.0,0
1769,1821,0.3735797107219696,1
134,1330,0.0,0
315,481,0.2485373169183731,1
1919,279,0.0,0
375,1977,0.0,0
378,692,0.15520761907100677,1
1222,1838,0.12510554492473602,1
1823,1284,0.01987120509147644,0
1225,2080,0.23872226476669312,1
2064,658,0.012481891550123692,0
731,871,0.13779844343662262,1
1303,1030,0.0,0
134,882,0.3149266839027405,1
250,1854,0.0,0
1456,684,0.0,0
114,1618,0.0,0
577,1496,0.30740705132484436,1
861,1445,0.22544600069522858,1
333,571,0.42508381605148315,1
854,415,0.0,0
1880,2070,0.11290249973535538,1
1150,1300,0.10090954601764679,1
1695,87,0.0,0
363,949,0.0,0
242,1102,0.16530385613441467,1
144,911,0.44722887873649597,1
227,355,0.23327770829200745,1
534,650,0.21943899989128113,1
1917,802,0.0,0
327,1453,0.38657957315444946,1
335,2087,0.3410685658454895,1
163,37,0.0,0
355,117,0.018388982862234116,0
1167,268,0.0,0
385,1734,0.2863115072250366,1
1184,1263,0.2744133174419403,1
1097,1606,0.2419995218515396,1
397,1798,0.1995486170053482,1
1305,1712,0.0,0
1702,1879,0.10597070306539536,1
1860,842,0.0,0
1133,1135,0.10677741467952728,1
627,155,0.0,0
1477,1465,0.0,0
394,1009,0.0,0
404,443,0.0,0
1889,395,0.0,0
864,1339,0.3638506233692169,1
569,1595,0.01892027072608471,0
1335,1581,0.0,0
905,455,0.0,0
5,1555,0.0,0
274,443,0.0,0
1067,1258,0.1812152862548828,1
1455,1961,0.3159453570842743,1
1432,757,0.0,0
1155,804,0.0,0
2097,463,0.0,0
282,1119,0.016674794256687164,0
1785,1323,0.0,0
941,1071,0.1349925547838211,1
1650,1586,0.01623675972223282,0
816,1503,0.18403634428977966,1
966,1253,0.41608309745788574,1
1517,1791,0.47369733452796936,1
852,2037,0.3256737291812897,1
1403,1646,0.1631518453359604,1
859,2080,0.11690922826528549,1
949,1353,0.23583243787288666,1
1018,2054,0.0,0
1406,2094,0.0,0
341,1396,0.0,0
876,2004,0.0,0
608,1445,0.0,0
852,1742,0.3593936860561371,1
527,2018,0.26744669675827026,1
330,1086,0.10004577040672302,1
1365,1029,0.0,0
1471,1766,0.3751303255558014,1
325,70,0.0,0
527,1023,0.3990613520145416,1
623,819,0.0,0
388,540,0.0,0
1616,935,0.0,0
1431,115,0.0,0
399,2059,0.3594037890434265,1
223,895,0.0,0
339,1445,0.31968605518341064,1
851,1300,0.4077639579772949,1
1702,1034,0.0,0
2035,1139,0.0,0
1121,346,0.0,0
58,1294,0.2703266143798828,1
129,1646,0.3029317259788513,1
1511,846,0.0,0
1450,570,0.0,0
177,731,0.11750195175409317,1
145,1895,0.21203982830047607,1
1151,1527,0.16145917773246765,1
851,1445,0.26883262395858765,1
143,2086,0.019909413531422615,0
669,1636,0.3510206341743469,1
1004,772,0.009849132038652897,0
275,442,0.2600270211696625,1
223,1465,0.249057337641716,1
518,1567,0.1484963744878769,1
607,581,0.0,0
340,1027,0.27692747116088867,1
1329,321,0.0,0
498,749,0.34880706667900085,1
1001,1898,0.2698284089565277,1
1808,1611,0.0,0
98,781,0.37474769353866577,1
414,406,0.0,0
494,1834,0.37702372670173645,1
12,133,0.1355692595243454,1
2047,986,0.0,0
63,1978,0.31261178851127625,1
1147,1488,0.10327191650867462,1
132,419,0.27594584226608276,1
72,890,0.0,0
391,898,0.0,0
145,162,0.12323975563049316,1
534,757,0.45818912982940674,1
644,1076,0.01879580318927765,0
1520,274,0.01707610674202442,0
280,1780,0.1271367371082306,1
179,1300,0.31010714173316956,1
862,185,0.0,0
236,1616,0.21928474307060242,1
804,1058,0.2019861787557602,1
1768,420,0.01251109130680561,0
643,2091,0.0,0
723,1017,0.5258062481880188,1
1859,1323,0.011762181296944618,0
500,310,0.0,0
405,514,0.23171480000019073,1
917,1597,0.11889653652906418,1
372,2042,0.15136772394180298,1
555,612,0.15885397791862488,1
815,1687,0.48828357458114624,1
1275,2066,0.0,0
847,275,0.0,0
830,966,0.37968701124191284,1
58,534,0.22005245089530945,1
1469,296,0.0,0
1197,825,0.0,0
361,1873,0.36957553029060364,1
240,1348,0.24921678006649017,1
236,1429,0.27103397250175476,1
876,310,0.0,0
862,1560,0.13876675069332123,1
1160,1804,0.16818749904632568,1
877,950,0.11082296073436737,1
158,1296,0.0,0
353,1515,0.16268454492092133,1
1373,910,0.0,0
1653,1995,0.015535784885287285,0
881,1088,0.18861721456050873,1
110,1300,0.32552510499954224,1
1300,2018,0.36134156584739685,1
415,911,0.39667609333992004,1
812,912,0.10090833902359009,1
570,1699,0.3179330825805664,1
1136,789,0.018187779933214188,0
329,1132,0.3406828045845032,1
1871,1205,0.0,0
2037,1855,0.01506766490638256,0
413,1247,0.3580222427845001,1
1103,2080,0.14637884497642517,1
1817,529,0.0,0
76,356,0.0,0
536,638,0.3378828763961792,1
1995,558,0.0,0
446,1835,0.26513275504112244,1
1124,1429,0.5196928977966309,1
411,1034,0.24997466802597046,1
210,859,0.19271153211593628,1
906,930,0.19744788110256195,1
911,1301,0.2393740862607956,1
1283,2020,0.16292573511600494,1
1904,244,0.018651926890015602,0
1289,1358,0.0,0
764,899,0.0,0
308,363,0.20992359519004822,1
1478,652,0.0,0
214,258,0.31649503111839294,1
1653,1964,0.20498061180114746,1
2008,1827,0.0,0
1310,1466,0.18061211705207825,1
399,1990,0.0,0
1811,2087,0.3564825654029846,1
1862,621,0.0,0
966,1069,0.29601314663887024,1
413,1880,0.3041973412036896,1
58,636,0.2002493292093277,1
333,873,0.5171356201171875,1
31,575,0.17419247329235077,1
1862,1093,0.0,0
7,815,0.48304012417793274,1
1177,290,0.0,0
1466,903,0.0,0
503,1455,0.29179099202156067,1
1516,1768,0.134449765086174,1
2048,437,0.01875266805291176,0
303,840,0.11540994048118591,1
2080,403,0.015857718884944916,0
1356,1600,0.4449548125267029,1
1138,1239,0.1668761968612671,1
1394,1742,0.405074805021286,1
275,1934,0.0,0
41,1784,0.0,0
589,1545,0.0,0
1473,1478,0.12339150160551071,1
426,1540,0.0,0
449,1702,0.217157244682312,1
146,1687,0.4405641257762909,1
1014,615,0.0,0
150,1646,0.14884550869464874,1
385,503,0.32088446617126465,1
99,124,0.38546451926231384,1
130,620,0.2913452088832855,1
437,1445,0.16133294999599457,1
494,2020,0.14991773664951324,1
1582,1654,0.0,0
1145,1300,0.3031182587146759,1
987,1478,0.2790693938732147,1
831,2092,0.0,0
890,2094,0.0,0
115,399,0.0,0
4,1721,0.0,0
268,827,0.32634392380714417,1
1961,1207,0.0,0
96,761,0.13480882346630096,1
1590,1354,0.0,0
1558,1769,0.307295024394989,1
975,10,0.0,0
646,1423,0.46833184361457825,1
1247,2028,0.0,0
726,731,0.0,0
1757,629,0.015278141014277935,0
753,1978,0.38274243474006653,1
1646,1832,0.14530788362026215,1
132,842,0.0,0
781,839,0.0,0
486,1042,0.35778582096099854,1
904,671,0.019734013825654984,0
4,212,0.0,0
228,393,0.0,0
136,1437,0.21819739043712616,1
413,1979,0.32526275515556335,1
1130,1173,0.12587054073810577,1
670,319,0.019382823258638382,0
1006,1261,0.20016035437583923,1
195,1832,0.19838497042655945,1
749,1300,0.4508812129497528,1
129,1069,0.2528199553489685,1
1540,856,0.016886595636606216,0
439,2000,0.11231381446123123,1
396,1262,0.0,0
847,1113,0.18875522911548615,1
1263,1515,0.11690869182348251,1
916,1601,0.0,0
835,1174,0.37260210514068604,1
540,535,0.0,0
674,1959,0.3163760304450989,1
242,1327,0.0,0
278,1961,0.18420222401618958,1
261,582,0.12219391018152237,1
658,820,0.0,0
1104,1973,0.3258250057697296,1
1069,1606,0.26836979389190674,1
1305,1646,0.2687595784664154,1
1594,1885,0.0,0
621,1184,0.2056008130311966,1
1140,1920,0.0,0
248,1500,0.0,0
617,1578,0.27960875630378723,1
1785,2032,0.16258195042610168,1
1728,84,0.0,0
2030,1432,0.0,0
531,1924,0.1214432492852211,1
1662,1894,0.12118850648403168,1
910,2037,0.38568592071533203,1
1492,1697,0.0,0
1727,331,0.0,0
1274,1988,0.0,0
1005,36,0.0,0
1712,400,0.0,0
479,1023,0.4241308569908142,1
1210,1454,0.41874808073043823,1
150,1811,0.30764737725257874,1
541,1042,0.01914031244814396,0
569,966,0.4341515600681305,1
1882,1287,0.0,0
1931,1110,0.014453300274908543,0
1665,215,0.0,0
238,763,0.019675584509968758,0
537,1393,0.0,0
79,1248,0.25612884759902954,1
210,306,0.29191139340400696,1
350,1014,0.22881534695625305,1
2090,707,0.0,0
514,691,0.25378817319869995,1
1355,727,0.0,0
207,400,0.18751949071884155,1
568,1094,0.18064239621162415,1
47,1145,0.4484390318393707,1
790,1535,0.2057289034128189,1
481,1300,0.32024821639060974,1
460,467,0.0,0
278,621,0.24478565156459808,1
875,1977,0.0,0
1776,1949,0.0,0
390,1301,0.29965463280677795,1
240,1410,0.27230530977249146,1
1505,248,0.0,0
413,1365,0.3615422546863556,1
493,942,0.0,0
1083,1134,0.12932394444942474,1
1002,1850,0.2818692922592163,1
1056,2018,0.3095886707305908,1
553,2037,0.20368161797523499,1
1291,1658,0.015726452693343163,0
1382,1230,0.0,0
683,1661,0.0,0
291,1238,0.0,0
1327,579,0.0,0
73,491,0.015930600464344025,0
1477,99,0.0,0
158,1582,0.0,0
700,1472,0.01918024942278862,0
203,585,0.0,0
1047,1209,0.0,0
534,859,0.3498619794845581,1
529,1729,0.0,0
1294,2043,0.017858216539025307,0
1624,278,0.0,0
1863,1187,0.0,0
1576,1047,0.0,0
193,1691,0.20851221680641174,1
781,1033,0.39820221066474915,1
397,2080,0.1514233499765396,1
227,730,0.3187095820903778,1
195,1153,0.16846607625484467,1
330,1446,0.2685910165309906,1
1703,1646,0.01731063239276409,0
991,1300,0.013633673079311848,0
2037,782,0.0,0
419,1197,0.13650131225585938,1
950,669,0.0,0
960,1291,0.0,0
46,302,0.3298463523387909,1
229,632,0.24932438135147095,1
390,674,0.3667289614677429,1
242,355,0.1886669397354126,1
572,612,0.3772074580192566,1
380,2061,0.3605591356754303,1
1926,861,0.0,0
1480,407,0.0,0
1249,1660,0.10584090650081635,1
198,446,0.0,0
425,1742,0.3115200996398926,1
836,859,0.14665423333644867,1
2038,2043,0.01617223583161831,0
1335,845,0.0,0
878,658,0.0,0
1825,83,0.0,0
743,616,0.0,0
51,709,0.17366130650043488,1
499,516,0.2560131847858429,1
356,1627,0.0,0
1365,1452,0.21741481125354767,1
1511,1979,0.3701314628124237,1
210,1724,0.12524157762527466,1
31,1255,0.12982451915740967,1
851,1356,0.4617845118045807,1
643,574,0.0,0
688,1614,0.12412041425704956,1
212,1172,0.2749282419681549,1
1025,2058,0.0,0
36,1156,0.0,0
1659,2059,0.202696293592453,1
861,69,0.0,0
413,1069,0.2569957971572876,1
754,1768,0.017465179786086082,0
2099,1574,0.0,0
477,238,0.0,0
527,1813,0.43214136362075806,1
688,2039,0.21978260576725006,1
185,421,0.0,0
682,1451,0.32426854968070984,1
691,799,0.0,0
1065,1930,0.0,0
434,962,0.018904440104961395,0
2079,1199,0.0,0
1274,2016,0.0,0
1187,1404,0.1614733338356018,1
1283,1491,0.10037481784820557,1
563,1347,0.18394583463668823,1
820,1786,0.0,0
179,930,0.2608516812324524,1
1895,491,0.0,0
942,557,0.0,0
612,1531,0.0,0
473,1690,0.19650839269161224,1
1942,491,0.017106851562857628,0
1428,533,0.0,0
552,877,0.0,0
1020,1625,0.0,0
11,1780,0.31264016032218933,1
1737,679,0.0,0
339,723,0.5782846808433533,1
656,425,0.0,0
114,696,0.4586147964000702,1
1372,325,0.0,0
873,1773,0.2958643436431885,1
1369,1446,0.3016589879989624,1
1103,931,0.015252766199409962,0
1090,1166,0.0,0
226,1973,0.34158676862716675,1
353,486,0.41118937730789185,1
1173,1496,0.359192430973053,1
721,1404,0.19041742384433746,1
1161,1343,0.0,0
65,666,0.0,0
677,1151,0.0,0
793,1742,0.37793847918510437,1
1432,1783,0.0,0
607,1305,0.0,0
1841,639,0.0,0
59,520,0.13748353719711304,1
498,1437,0.245187446475029,1
11,795,0.391133189201355,1
1433,1722,0.1152716726064682,1
1597,2051,0.1299087256193161,1
354,1525,0.3675316274166107,1
912,1789,0.0,0
334,1961,0.0,0
935,47,0.0,0
527,1365,0.3795805275440216,1
1897,1912,0.10022377222776413,1
339,984,0.38855981826782227,1
538,1659,0.26150771975517273,1
1315,292,0.0,0
58,640,0.007648547179996967,0
624,202,0.01757677271962166,0
1553,1025,0.017627067863941193,0
346,2038,0.22947607934474945,1
470,536,0.3309282064437866,1
1765,1792,0.0,0
308,411,0.0,0
695,136,0.0,0
450,489,0.26300400495529175,1
636,1429,0.25734615325927734,1
378,1562,0.18531161546707153,1
913,1290,0.0,0
946,1473,0.10773974657058716,1
1110,1324,0.0,0
532,1721,0.0,0
1466,1005,0.0,0
762,1178,0.01577114686369896,0
1025,1574,0.19078968465328217,1
481,2071,0.17429101467132568,1
514,545,0.12008477002382278,1
57,1780,0.22413362562656403,1
179,514,0.33686503767967224,1
670,46,0.0,0
629,1133,0.2895287871360779,1
990,95,0.0,0
231,730,0.2610684335231781,1
80,1599,0.15320822596549988,1
1828,2068,0.1257934272289276,1
1263,1555,0.2730295956134796,1
1212,698,0.0,0
110,232,0.2327205240726471,1
771,1935,0.0,0
1646,1988,0.1798984706401825,1
1560,745,0.0,0
275,1038,0.3636714220046997,1
1036,1709,0.10368022322654724,1
176,1684,0.0,0
707,249,0.0,0
15,237,0.23733606934547424,1
202,2095,0.0,0
2003,98,0.0,0
742,1346,0.0,0
841,1108,0.0,0
198,265,0.2770993113517761,1
294,1840,0.0,0
713,188,0.0,0
930,1788,0.5286502242088318,1
1768,1543,0.0,0
1006,1219,0.11041118949651718,1
1124,1560,0.2978615462779999,1
1094,1966,0.1536431908607483,1
1873,313,0.0,0
134,146,0.35883980989456177,1
227,534,0.36835867166519165,1
325,1451,0.0,0
798,1629,0.0,0
497,1880,0.48026329278945923,1
274,291,0.0,0
1466,1851,0.4464471936225891,1
849,1463,0.0,0
1132,1659,0.33043286204338074,1
1210,1845,0.3128219544887543,1
1194,1198,0.0,0
977,1125,0.0,0
1304,1568,0.3371661901473999,1
224,831,0.1233605295419693,1
1106,1143,0.2389611303806305,1
195,1275,0.2789437770843506,1
177,503,0.0,0
1604,1360,0.0,0
1369,2061,0.15352077782154083,1
1143,1253,0.15308070182800293,1
559,286,0.0,0
286,1762,0.40488243103027344,1
130,1766,0.4912625551223755,1
507,486,0.0,0
210,1163,0.30151301622390747,1
1854,1475,0.0,0
1120,55,0.018713338300585747,0
300,65,0.0,0
1995,1331,0.0,0
1233,1151,0.0,0
225,1567,0.0,0
45,514,0.30226224660873413,1
1691,1727,0.14401274919509888,1
651,1068,0.0,0
254,1466,0.0,0
206,1903,0.018431151285767555,0
48,1560,0.2854713797569275,1
